time_tag,active,source,range,scale,sensitivity,manual_mode,sample_size,bt,bx_gse,by_gse,bz_gse,theta_gse,phi_gse,bx_gsm,by_gsm,bz_gsm,theta_gsm,phi_gsm,max_telemetry_flag,max_data_flag,overall_quality
336,True,DSCOVR,0.0,4.0,0.002,False,3000,2.47,2.03,0.31,-1.37,-33.73,8.68,2.03,-0.31,-1.37,-33.74,351.36,0,0,0
337,True,DSCOVR,0.0,4.0,0.002,False,2850,2.64,2.26,0.38,-1.31,-29.74,9.5,2.26,-0.22,-1.35,-30.64,354.45,0,0,0
338,True,DSCOVR,0.0,4.0,0.002,False,3000,2.61,2.2800000000000002,0.28,-1.23,-28.14,7.1,2.2800000000000002,-0.27,-1.23,-28.22,353.25,0,0,0
339,True,DSCOVR,0.0,4.0,0.002,False,3000,2.51,2.15,0.29,-1.25,-29.84,7.69,2.15,-0.27,-1.25,-29.96,352.84,0,0,0
340,True,DSCOVR,0.0,4.0,0.002,False,2900,2.56,2.25,0.18,-1.2,-27.98,4.65,2.25,-0.35000000000000003,-1.16,-27.05,351.23,0,0,0
341,True,DSCOVR,0.0,4.0,0.002,False,2900,2.56,2.26,0.24,-1.17,-27.26,6.06,2.26,-0.28,-1.16,-27.02,352.86,0,0,0
342,True,DSCOVR,0.0,4.0,0.002,False,3000,2.48,2.2800000000000002,-0.02,-0.9400000000000001,-22.45,359.48,2.2800000000000002,-0.42,-0.84,-19.98,349.55,0,0,0
343,True,DSCOVR,0.0,4.0,0.002,False,3000,2.43,2.24,-0.18,-0.92,-22.31,355.44,2.24,-0.55,-0.76,-18.18,346.09,0,0,0
344,True,DSCOVR,0.0,4.0,0.002,False,3000,2.48,2.19,-0.14,-1.15,-27.68,356.39,2.19,-0.61,-0.98,-23.37,344.31,0,0,0
345,True,DSCOVR,0.0,4.0,0.002,False,2850,2.55,2.32,-0.13,-1.01,-23.51,356.84,2.32,-0.55,-0.86,-19.85,346.76,0,0,0
346,True,DSCOVR,0.0,4.0,0.002,False,2900,2.49,2.36,-0.06,-0.78,-18.26,358.43,2.36,-0.39,-0.68,-15.82,350.63,0,0,0
347,True,DSCOVR,0.0,4.0,0.002,False,2700,2.45,2.2800000000000002,-0.17,-0.85,-20.43,355.81,2.2800000000000002,-0.51,-0.7000000000000001,-16.68,347.33,0,0,0
348,True,DSCOVR,0.0,4.0,0.002,False,2800,2.55,2.33,-0.19,-1.01,-23.38,355.3,2.33,-0.6,-0.8300000000000001,-19.12,345.51,0,0,0
349,True,DSCOVR,0.0,4.0,0.002,False,2950,2.5700000000000003,2.36,-0.26,-0.96,-22.1,353.64,2.36,-0.65,-0.76,-17.3,344.67,0,0,0
350,True,DSCOVR,0.0,4.0,0.002,False,2759,2.55,2.35,-0.21,-0.97,-22.39,354.93,2.35,-0.6,-0.79,-18.09,345.68,0,0,0
351,True,DSCOVR,0.0,4.0,0.002,False,2841,2.58,2.4,-0.06,-0.96,-21.78,358.52,2.4,-0.46,-0.84,-19.04,349.11,0,0,0
352,True,DSCOVR,0.0,4.0,0.002,False,3000,2.54,2.34,-0.03,-0.98,-22.67,359.21,2.34,-0.44,-0.87,-20.13,349.31,0,0,0
353,True,DSCOVR,0.0,4.0,0.002,False,2750,2.44,2.23,0.02,-0.98,-23.77,0.6,2.23,-0.39,-0.9,-21.69,350.0,0,0,0
354,True,DSCOVR,0.0,4.0,0.002,False,3000,2.44,2.25,0.0,-0.9400000000000001,-22.59,0.0,2.25,-0.39,-0.85,-20.39,350.06,0,0,0
355,True,DSCOVR,0.0,4.0,0.002,False,2900,2.44,2.27,-0.02,-0.89,-21.37,359.52,2.27,-0.39,-0.8,-19.11,350.23,0,0,0
356,True,DSCOVR,0.0,4.0,0.002,False,2900,2.4,2.18,0.29,-0.89,-22.11,7.57,2.18,-0.11,-0.93,-23.13,357.04,0,0,0
357,True,DSCOVR,0.0,4.0,0.002,False,2900,2.63,2.0,0.98,-1.29,-30.16,26.23,2.0,0.35000000000000003,-1.5899999999999999,-38.05,9.95,0,0,0
358,True,DSCOVR,0.0,4.0,0.002,False,2650,2.88,-1.32,2.41,-0.6900000000000001,-14.19,118.76,-1.32,1.8900000000000001,-1.6400000000000001,-35.37,124.9,0,0,0
359,True,DSCOVR,0.0,4.0,0.002,False,2850,3.09,-0.86,2.54,-1.48,-28.9,108.71,-0.86,1.69,-2.41,-51.82,117.02,0,0,0
360,True,DSCOVR,0.0,4.0,0.002,False,3000,3.41,-0.75,3.03,-1.37,-23.7,103.96,-0.75,2.18,-2.51,-47.46,109.07,0,0,0
361,True,DSCOVR,0.0,4.0,0.002,False,2850,3.34,-0.8300000000000001,2.9699999999999998,-1.25,-22.05,105.64,-0.8300000000000001,2.18,-2.37,-45.56,110.91,0,0,0
362,True,DSCOVR,0.0,4.0,0.002,False,2850,3.26,-1.32,2.8,-0.97,-17.46,115.18,-1.32,2.14,-2.05,-39.27,121.62,0,0,0
363,True,DSCOVR,0.0,4.0,0.002,False,3000,3.34,-1.7000000000000002,2.66,-0.93,-16.44,122.65,-1.7000000000000002,2.03,-1.9500000000000002,-36.43,130.03,0,0,0
364,True,DSCOVR,0.0,4.0,0.002,False,2850,3.25,-1.51,2.15,-1.8599999999999999,-35.33,125.19,-1.51,1.18,-2.59,-53.45,142.14,0,0,0
365,True,DSCOVR,0.0,4.0,0.002,False,2800,3.13,-1.55,2.33,-1.38,-26.18,123.55,-1.55,1.55,-2.22,-45.42,134.96,0,0,0
366,True,DSCOVR,0.0,4.0,0.002,False,2900,3.13,-1.74,2.33,-1.12,-21.1,126.82,-1.74,1.65,-1.99,-39.62,136.53,0,0,0
367,True,DSCOVR,0.0,4.0,0.002,False,2700,3.08,-1.5899999999999999,2.51,-0.77,-14.43,122.39,-1.5899999999999999,1.97,-1.74,-34.48,129.0,0,0,0
368,True,DSCOVR,0.0,4.0,0.002,False,2850,3.03,-1.34,2.62,-0.65,-12.41,117.1,-1.34,2.12,-1.6800000000000002,-33.77,122.36,0,0,0
369,True,DSCOVR,0.0,4.0,0.002,False,2800,3.03,-1.3900000000000001,2.58,-0.56,-10.82,118.37,-1.3900000000000001,2.12,-1.58,-31.91,123.35,0,0,0
370,True,DSCOVR,0.0,4.0,0.002,False,2900,3.07,-1.49,2.65,-0.3,-5.7,119.29,-1.49,2.29,-1.37,-26.69,123.02,0,0,0
371,True,DSCOVR,0.0,4.0,0.002,False,2750,3.09,-1.13,2.85,-0.33,-6.1,111.55,-1.13,2.46,-1.48,-28.6,114.58,0,0,0
372,True,DSCOVR,0.0,4.0,0.002,False,2550,3.24,-0.8300000000000001,2.9699999999999998,-0.98,-17.6,105.56,-0.8300000000000001,2.3,-2.11,-40.85,109.76,0,0,0
373,True,DSCOVR,0.0,4.0,0.002,False,2900,3.31,-1.24,2.8,-1.24,-22.02,113.83,-1.24,2.04,-2.2800000000000002,-43.7,121.2,0,0,0
374,True,DSCOVR,0.0,4.0,0.002,False,2909,3.18,-1.37,2.65,-1.03,-19.0,117.29,-1.37,1.99,-2.03,-39.96,124.45,0,0,0
375,True,DSCOVR,0.0,4.0,0.002,False,2941,3.22,-1.4100000000000001,2.63,-1.16,-21.28,118.15,-1.4100000000000001,1.92,-2.14,-41.94,126.23,0,0,0
376,True,DSCOVR,0.0,4.0,0.002,False,2900,3.25,-1.26,2.8200000000000003,-0.93,-16.82,114.16,-1.26,2.19,-2.01,-38.48,120.02,0,0,0
377,True,DSCOVR,0.0,4.0,0.002,False,2850,3.13,-1.46,2.54,-1.09,-20.46,119.98,-1.46,1.87,-2.04,-40.64,128.1,0,0,0
378,True,DSCOVR,0.0,4.0,0.002,False,3000,3.21,-1.52,2.59,-1.12,-20.44,120.38,-1.52,1.9,-2.08,-40.5,128.56,0,0,0
379,True,DSCOVR,0.0,4.0,0.002,False,2850,3.31,-1.79,2.67,-0.75,-13.13,123.82,-1.79,2.13,-1.77,-32.55,130.01,0,0,0
380,True,DSCOVR,0.0,4.0,0.002,False,2809,3.39,-1.9,2.71,-0.71,-12.06,125.01,-1.9,2.19,-1.75,-31.18,130.98,0,0,0
381,True,DSCOVR,0.0,4.0,0.002,False,2941,3.08,-1.6600000000000001,2.58,-0.26,-4.82,122.83,-1.6600000000000001,2.25,-1.29,-24.71,126.49,0,0,0
382,True,DSCOVR,0.0,4.0,0.002,False,2750,3.2800000000000002,-1.82,2.65,-0.4,-7.15,124.4,-1.82,2.26,-1.45,-26.55,128.8,0,0,0
383,True,DSCOVR,0.0,4.0,0.002,False,2909,3.33,-1.9100000000000001,2.69,-0.46,-7.96,125.37,-1.9100000000000001,2.27,-1.52,-27.06,130.07,0,0,0
384,True,DSCOVR,0.0,4.0,0.002,False,2841,3.35,-2.27,2.27,-0.9500000000000001,-16.46,134.99,-2.27,1.69,-1.79,-32.3,143.33,0,0,0
385,True,DSCOVR,0.0,4.0,0.002,False,2900,3.33,-2.14,2.34,-1.02,-17.76,132.48,-2.14,1.73,-1.88,-34.31,141.13,0,0,0
386,True,DSCOVR,0.0,4.0,0.002,False,2900,3.31,-2.02,2.42,-1.01,-17.78,129.82,-2.02,1.8,-1.9,-35.12,138.21,0,0,0
387,True,DSCOVR,0.0,4.0,0.002,False,3000,3.26,-2.18,2.22,-0.93,-16.72,134.52,-2.18,1.65,-1.75,-32.64,142.88,0,0,0
388,True,DSCOVR,0.0,4.0,0.002,False,3000,3.26,-1.74,2.54,-1.04,-18.61,124.48,-1.74,1.9,-1.98,-37.41,132.49,0,0,0
389,True,DSCOVR,0.0,4.0,0.002,False,3000,3.25,-1.78,2.5,-1.06,-19.09,125.52,-1.78,1.8599999999999999,-1.98,-37.55,133.83,0,0,0
390,True,DSCOVR,0.0,4.0,0.002,False,2950,3.24,-1.8,2.47,-1.07,-19.23,126.03,-1.8,1.83,-1.97,-37.52,134.45,0,0,0
391,True,DSCOVR,0.0,4.0,0.002,False,3000,3.25,-1.8,2.52,-0.99,-17.8,125.53,-1.8,1.9,-1.92,-36.27,133.34,0,0,0
392,True,DSCOVR,0.0,4.0,0.002,False,2850,3.2,-1.82,2.44,-0.98,-17.87,126.73,-1.82,1.8399999999999999,-1.88,-35.98,134.7,0,0,0
393,True,DSCOVR,0.0,4.0,0.002,False,3000,3.23,-1.85,2.45,-1.01,-18.24,127.13,-1.85,1.8399999999999999,-1.9100000000000001,-36.19,135.26,0,0,0
394,True,DSCOVR,0.0,4.0,0.002,False,2659,3.23,-1.8,2.43,-1.1,-20.04,126.62,-1.8,1.78,-1.98,-38.02,135.35,0,0,0
395,True,DSCOVR,0.0,4.0,0.002,False,2841,3.23,-1.72,2.56,-0.96,-17.23,123.83,-1.72,1.97,-1.9,-36.08,131.14,0,0,0
396,True,DSCOVR,0.0,4.0,0.002,False,2900,3.22,-1.7000000000000002,2.58,-0.88,-15.83,123.42,-1.7000000000000002,2.01,-1.83,-34.81,130.19,0,0,0
397,True,DSCOVR,0.0,4.0,0.002,False,3000,3.19,-1.81,2.45,-0.91,-16.68,126.37,-1.81,1.8900000000000001,-1.82,-34.81,133.78,0,0,0
398,True,DSCOVR,0.0,4.0,0.002,False,2950,3.23,-1.83,2.43,-1.04,-18.78,127.07,-1.83,1.82,-1.92,-36.6,135.3,0,0,0
399,True,DSCOVR,0.0,4.0,0.002,False,2800,3.23,-1.85,2.46,-0.9400000000000001,-16.97,126.94,-1.85,1.88,-1.8399999999999999,-34.88,134.49,0,0,0
400,True,DSCOVR,0.0,4.0,0.002,False,2950,3.22,-2.33,2.09,-0.65,-11.8,138.1,-2.33,1.6600000000000001,-1.43,-26.57,144.55,0,0,0
401,True,DSCOVR,0.0,4.0,0.002,False,2850,3.18,-2.18,2.16,-0.8200000000000001,-14.98,135.26,-2.18,1.6600000000000001,-1.6099999999999999,-30.46,142.75,0,0,0
402,True,DSCOVR,0.0,4.0,0.002,False,2800,3.26,-2.32,2.16,-0.75,-13.28,137.12,-2.32,1.6800000000000002,-1.54,-28.24,144.06,0,0,0
403,True,DSCOVR,0.0,4.0,0.002,False,2900,3.21,-2.35,2.09,-0.67,-11.98,138.35,-2.35,1.6600000000000001,-1.44,-26.6,144.83,0,0,0
404,True,DSCOVR,0.0,4.0,0.002,False,2950,3.2,-2.29,2.12,-0.7000000000000001,-12.57,137.27,-2.29,1.67,-1.48,-27.48,143.92,0,0,0
405,True,DSCOVR,0.0,4.0,0.002,False,2900,3.25,-2.38,2.11,-0.65,-11.58,138.46,-2.38,1.6800000000000002,-1.43,-26.14,144.77,0,0,0
406,True,DSCOVR,0.0,4.0,0.002,False,2850,3.47,-2.66,2.13,-0.61,-10.21,141.33,-2.66,1.72,-1.4,-23.89,147.19,0,0,0
407,True,DSCOVR,0.0,4.0,0.002,False,2950,3.44,-2.67,2.08,-0.61,-10.16,142.18,-2.67,1.67,-1.37,-23.55,148.01,0,0,0
408,True,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-2.65,2.01,-0.6,-10.25,142.87,-2.65,1.6099999999999999,-1.34,-23.38,148.73,0,0,0
409,True,DSCOVR,0.0,4.0,0.002,False,2750,3.45,-2.73,2.03,-0.58,-9.68,143.41,-2.73,1.6400000000000001,-1.33,-22.65,149.05,0,0,0
410,True,DSCOVR,0.0,4.0,0.002,False,2900,3.47,-2.77,2.03,-0.46,-7.67,143.78,-2.77,1.69,-1.22,-20.61,148.67,0,0,0
411,True,DSCOVR,0.0,4.0,0.002,False,3000,3.5300000000000002,-2.75,2.18,-0.39,-6.28,141.59,-2.75,1.8599999999999999,-1.21,-20.0,145.98,0,0,0
412,True,DSCOVR,0.0,4.0,0.002,False,2950,3.5,-2.7199999999999998,2.15,-0.42,-6.9,141.67,-2.7199999999999998,1.82,-1.23,-20.54,146.27,0,0,0
413,True,DSCOVR,0.0,4.0,0.002,False,2800,3.55,-2.77,2.19,-0.37,-6.01,141.6,-2.77,1.88,-1.2,-19.7,145.88,0,0,0
414,True,DSCOVR,0.0,4.0,0.002,False,3000,3.38,-2.34,2.37,-0.53,-9.11,134.64,-2.34,1.97,-1.4100000000000001,-24.78,139.84,0,0,0
415,True,DSCOVR,0.0,4.0,0.002,False,2950,3.24,-2.02,2.45,-0.59,-10.51,129.44,-2.02,2.03,-1.5,-27.58,134.81,0,0,0
416,True,DSCOVR,0.0,4.0,0.002,False,2750,3.13,-1.9300000000000002,2.39,-0.53,-9.83,128.91,-1.9300000000000002,2.0,-1.42,-27.05,134.02,0,0,0
417,True,DSCOVR,0.0,4.0,0.002,False,2850,3.2,-2.27,2.22,-0.37,-6.6,135.62,-2.27,1.9100000000000001,-1.2,-22.02,139.99,0,0,0
418,True,DSCOVR,0.0,4.0,0.002,False,2899,3.2,-2.35,2.13,-0.38,-6.83,137.82,-2.35,1.82,-1.17,-21.55,142.29,0,0,0
419,True,DSCOVR,0.0,4.0,0.002,False,2950,3.19,-2.33,2.15,-0.33,-5.97,137.25,-2.33,1.8599999999999999,-1.1400000000000001,-20.89,141.41,0,0,0
420,True,DSCOVR,0.0,4.0,0.002,False,3000,3.16,-2.34,2.1,-0.31,-5.59,138.1,-2.34,1.82,-1.09,-20.25,142.15,0,0,0
421,True,DSCOVR,0.0,4.0,0.002,False,2900,3.19,-2.34,2.14,-0.37,-6.59,137.49,-2.34,1.8399999999999999,-1.16,-21.36,141.84,0,0,0
422,True,DSCOVR,0.0,4.0,0.002,False,2750,3.2,-2.39,2.09,-0.41000000000000003,-7.37,138.82,-2.39,1.77,-1.18,-21.67,143.43,0,0,0
423,True,DSCOVR,0.0,4.0,0.002,False,3000,3.24,-2.13,2.2800000000000002,-0.84,-15.05,133.07,-2.13,1.78,-1.65,-30.69,140.07,0,0,0
424,True,DSCOVR,0.0,4.0,0.002,False,2650,3.21,-1.9300000000000002,2.42,-0.78,-14.2,128.6,-1.9300000000000002,1.94,-1.65,-31.11,134.95,0,0,0
425,True,DSCOVR,0.0,4.0,0.002,False,2800,3.14,-1.52,2.67,-0.55,-10.09,119.63,-1.52,2.26,-1.53,-29.27,123.92,0,0,0
426,True,DSCOVR,0.0,4.0,0.002,False,2950,3.17,-2.09,2.36,-0.28,-5.03,131.57,-2.09,2.08,-1.16,-21.44,135.24,0,0,0
427,True,DSCOVR,0.0,4.0,0.002,False,3000,3.13,-2.31,2.1,-0.09,-1.5899999999999999,137.74,-2.31,1.9100000000000001,-0.88,-16.36,140.45,0,0,0
428,True,DSCOVR,0.0,4.0,0.002,False,2900,3.15,-2.11,2.24,-0.61,-11.29,133.33,-2.11,1.8399999999999999,-1.42,-26.89,138.99,0,0,0
429,True,DSCOVR,0.0,4.0,0.002,False,2900,3.19,-2.31,2.17,-0.16,-2.94,136.84,-2.31,1.94,-0.97,-17.87,139.94,0,0,0
430,True,DSCOVR,0.0,4.0,0.002,False,2750,3.2,-2.36,2.14,-0.21,-3.83,137.76,-2.36,1.9,-1.01,-18.43,141.13,0,0,0
431,True,DSCOVR,0.0,4.0,0.002,False,2850,3.18,-2.38,2.11,-0.13,-2.41,138.48,-2.38,1.9,-0.92,-16.83,141.41,0,0,0
432,True,DSCOVR,0.0,4.0,0.002,False,2850,3.17,-2.31,2.16,-0.17,-3.05,136.95,-2.31,1.9300000000000002,-0.97,-17.88,140.06,0,0,0
433,True,DSCOVR,0.0,4.0,0.002,False,2950,3.2,-2.38,2.13,-0.13,-2.2800000000000002,138.07,-2.38,1.9300000000000002,-0.92,-16.78,140.93,0,0,0
434,True,DSCOVR,0.0,4.0,0.002,False,2900,3.23,-2.18,2.37,-0.34,-5.96,132.61,-2.18,2.07,-1.2,-21.83,136.5,0,0,0
435,True,DSCOVR,0.0,4.0,0.002,False,2900,3.17,-2.07,2.39,-0.25,-4.54,130.91,-2.07,2.12,-1.13,-20.89,134.33,0,0,0
436,True,DSCOVR,0.0,4.0,0.002,False,2900,3.13,-1.9300000000000002,2.43,-0.39,-7.16,128.51,-1.9300000000000002,2.1,-1.27,-24.01,132.55,0,0,0
437,True,DSCOVR,0.0,4.0,0.002,False,2900,3.11,-1.8399999999999999,2.47,-0.37,-6.8100000000000005,126.72,-1.8399999999999999,2.15,-1.27,-24.09,130.56,0,0,0
438,True,DSCOVR,0.0,4.0,0.002,False,2900,3.12,-1.62,2.6,-0.54,-10.08,121.96,-1.62,2.21,-1.48,-28.34,126.31,0,0,0
439,True,DSCOVR,0.0,4.0,0.002,False,3000,3.1,-1.71,2.5300000000000002,-0.52,-9.59,124.09,-1.71,2.15,-1.42,-27.35,128.48,0,0,0
440,True,DSCOVR,0.0,4.0,0.002,False,2850,3.09,-1.9300000000000002,2.39,-0.27,-4.96,128.98,-1.9300000000000002,2.12,-1.1400000000000001,-21.65,132.4,0,0,0
441,True,DSCOVR,0.0,4.0,0.002,False,2760,3.09,-2.02,2.34,0.03,0.52,130.78,-2.02,2.18,-0.84,-15.86,132.76,0,0,0
442,True,DSCOVR,0.0,4.0,0.002,False,2990,3.08,-2.1,2.25,-0.01,-0.28,132.94,-2.1,2.09,-0.85,-16.05,135.14,0,0,0
443,True,DSCOVR,0.0,4.0,0.002,False,2900,3.03,-2.12,2.15,0.08,1.51,134.57,-2.12,2.03,-0.72,-13.86,136.27,0,0,0
444,True,DSCOVR,0.0,4.0,0.002,False,2760,3.0,-2.04,2.19,0.05,0.86,133.01,-2.04,2.05,-0.77,-14.87,134.89,0,0,0
445,True,DSCOVR,0.0,4.0,0.002,False,2990,3.07,-2.12,2.19,0.17,3.25,133.95,-2.12,2.1,-0.65,-12.29,135.17,0,0,0
446,True,DSCOVR,0.0,4.0,0.002,False,3000,3.33,-2.02,2.61,-0.44,-7.58,127.76,-2.02,2.26,-1.37,-24.31,131.76,0,0,0
447,True,DSCOVR,0.0,4.0,0.002,False,2810,3.33,-2.1,2.5300000000000002,-0.48,-8.38,129.68,-2.1,2.17,-1.38,-24.57,134.0,0,0,0
448,True,DSCOVR,0.0,4.0,0.002,False,2990,3.31,-1.98,2.56,-0.66,-11.46,127.75,-1.98,2.14,-1.55,-28.01,132.82,0,0,0
449,True,DSCOVR,0.0,4.0,0.002,False,2800,3.25,-1.2,2.65,-1.34,-24.77,114.29,-1.2,1.97,-2.22,-43.9,121.22,0,0,0
450,True,DSCOVR,0.0,4.0,0.002,False,3000,3.15,0.32,2.6,-1.71,-33.16,82.87,0.32,1.79,-2.54,-54.41,79.72,0,0,0
451,True,DSCOVR,0.0,4.0,0.002,False,2950,3.23,0.33,2.74,-1.67,-31.16,83.21,0.33,1.94,-2.55,-52.4,80.46,0,0,0
452,True,DSCOVR,0.0,4.0,0.002,False,2700,3.31,0.11,3.12,-1.05,-18.58,87.94,0.11,2.5300000000000002,-2.12,-39.97,87.45,0,0,0
453,True,DSCOVR,0.0,4.0,0.002,False,2850,3.27,-0.14,3.18,-0.59,-10.41,92.46,-0.14,2.75,-1.7000000000000002,-31.75,92.85,0,0,0
454,True,DSCOVR,0.0,4.0,0.002,False,2950,3.2800000000000002,-0.93,3.06,-0.49,-8.69,106.96,-0.93,2.67,-1.57,-28.98,109.24,0,0,0
455,True,DSCOVR,0.0,4.0,0.002,False,2900,3.23,-1.01,2.95,-0.78,-13.97,108.97,-1.01,2.47,-1.79,-33.92,112.34,0,0,0
456,True,DSCOVR,0.0,4.0,0.002,False,2760,3.24,-1.25,2.74,-1.06,-19.47,114.55,-1.25,2.17,-1.98,-38.42,119.99,0,0,0
457,True,DSCOVR,0.0,4.0,0.002,False,2940,3.2,-1.18,2.81,-0.9,-16.48,112.71,-1.18,2.3,-1.8599999999999999,-35.76,117.15,0,0,0
458,True,DSCOVR,0.0,4.0,0.002,False,2800,3.35,-1.0,2.91,-1.29,-22.8,108.91,-1.0,2.25,-2.25,-42.54,113.93,0,0,0
459,True,DSCOVR,0.0,4.0,0.002,False,2860,3.41,-1.56,2.92,-0.79,-13.4,118.12,-1.56,2.44,-1.79,-31.68,122.61,0,0,0
460,True,DSCOVR,0.0,4.0,0.002,False,2940,3.38,-1.85,2.74,-0.61,-10.47,124.0,-1.85,2.33,-1.55,-27.56,128.34,0,0,0
461,True,DSCOVR,0.0,4.0,0.002,False,2950,3.47,-2.02,2.77,-0.45,-7.47,126.12,-2.02,2.43,-1.4100000000000001,-24.13,129.83,0,0,0
462,True,DSCOVR,0.0,4.0,0.002,False,2750,3.43,-1.27,2.95,-1.09,-18.76,113.29,-1.27,2.36,-2.08,-37.72,118.25,0,0,0
463,True,DSCOVR,0.0,4.0,0.002,False,3000,3.43,-1.28,3.01,-1.03,-17.42,113.0,-1.28,2.45,-2.04,-36.41,117.6,0,0,0
464,True,DSCOVR,0.0,4.0,0.002,False,3000,3.43,-1.16,2.96,-1.27,-21.84,111.36,-1.16,2.31,-2.25,-41.0,116.61,0,0,0
465,True,DSCOVR,0.0,4.0,0.002,False,2950,3.49,-1.26,3.08,-1.05,-17.5,112.32,-1.26,2.5,-2.08,-36.52,116.79,0,0,0
466,True,DSCOVR,0.0,4.0,0.002,False,2950,3.5,-1.23,3.11,-1.02,-16.87,111.58,-1.23,2.55,-2.06,-35.98,115.78,0,0,0
467,True,DSCOVR,0.0,4.0,0.002,False,2900,3.52,-1.25,3.09,-1.13,-18.74,112.01,-1.25,2.49,-2.15,-37.73,116.66,0,0,0
468,True,DSCOVR,0.0,4.0,0.002,False,2900,3.51,-1.09,3.15,-1.09,-18.13,109.09,-1.09,2.56,-2.14,-37.51,113.07,0,0,0
469,True,DSCOVR,0.0,4.0,0.002,False,2950,3.48,-0.92,3.17,-1.08,-18.17,106.24,-0.92,2.58,-2.14,-37.89,109.67,0,0,0
470,True,DSCOVR,0.0,4.0,0.002,False,2710,3.51,-0.87,3.22,-1.08,-17.89,105.15,-0.87,2.64,-2.15,-37.69,108.33,0,0,0
471,True,DSCOVR,0.0,4.0,0.002,False,2790,3.51,-0.8200000000000001,3.17,-1.23,-20.62,104.48,-0.8200000000000001,2.5300000000000002,-2.27,-40.44,107.91,0,0,0
472,True,DSCOVR,0.0,4.0,0.002,False,2950,3.52,-0.65,3.2,-1.3,-21.66,101.42,-0.65,2.54,-2.34,-41.73,104.28,0,0,0
473,True,DSCOVR,0.0,4.0,0.002,False,3000,3.52,-0.63,3.2,-1.31,-21.83,101.14,-0.63,2.54,-2.35,-41.89,103.94,0,0,0
474,True,DSCOVR,0.0,4.0,0.002,False,2650,3.54,-0.28,3.2,-1.46,-24.41,95.07,-0.28,2.49,-2.49,-44.8,96.52,0,0,0
475,True,DSCOVR,0.0,4.0,0.002,False,2950,3.5,-0.61,3.21,-1.22,-20.49,100.75,-0.61,2.58,-2.27,-40.5,103.29,0,0,0
476,True,DSCOVR,0.0,4.0,0.002,False,2750,3.5700000000000003,-0.62,3.15,-1.56,-25.98,101.16,-0.62,2.4,-2.56,-45.89,104.48,0,0,0
477,True,DSCOVR,0.0,4.0,0.002,False,2900,3.56,-0.52,3.1,-1.6600000000000001,-27.85,99.51,-0.52,2.33,-2.64,-47.84,102.57,0,0,0
478,True,DSCOVR,0.0,4.0,0.002,False,2900,3.5700000000000003,-0.61,3.15,-1.55,-25.84,100.89,-0.61,2.41,-2.55,-45.69,104.08,0,0,0
479,True,DSCOVR,0.0,4.0,0.002,False,2800,3.5700000000000003,-0.66,3.16,-1.53,-25.38,101.86,-0.66,2.43,-2.5300000000000002,-45.11,105.25,0,0,0
480,True,DSCOVR,0.0,4.0,0.002,False,2660,3.5700000000000003,-0.59,3.19,-1.48,-24.6,100.49,-0.59,2.48,-2.49,-44.41,103.39,0,0,0
481,True,DSCOVR,0.0,4.0,0.002,False,2840,3.5700000000000003,-0.8,3.21,-1.33,-21.89,104.04,-0.8,2.56,-2.36,-41.34,107.45,0,0,0
482,True,DSCOVR,0.0,4.0,0.002,False,2850,3.51,-1.25,3.17,-0.84,-13.81,111.47,-1.25,2.68,-1.88,-32.37,114.89,0,0,0
483,True,DSCOVR,0.0,4.0,0.002,False,2950,3.49,-1.12,3.19,-0.85,-14.09,109.29,-1.12,2.7,-1.8900000000000001,-32.91,112.44,0,0,0
484,True,DSCOVR,0.0,4.0,0.002,False,3000,3.54,-1.35,3.2,-0.65,-10.58,112.88,-1.35,2.7800000000000002,-1.71,-28.89,115.88,0,0,0
485,True,DSCOVR,0.0,4.0,0.002,False,3000,3.51,-1.47,3.09,-0.79,-12.97,115.42,-1.47,2.63,-1.8,-30.8,119.14,0,0,0
486,True,DSCOVR,0.0,4.0,0.002,False,2900,3.58,-1.55,3.09,-0.91,-14.67,116.69,-1.55,2.6,-1.9100000000000001,-32.22,120.9,0,0,0
487,True,DSCOVR,0.0,4.0,0.002,False,2950,3.5700000000000003,-1.44,3.12,-0.9500000000000001,-15.45,114.83,-1.44,2.61,-1.96,-33.27,118.95,0,0,0
488,True,DSCOVR,0.0,4.0,0.002,False,3000,3.55,-1.48,3.06,-1.02,-16.74,115.78,-1.48,2.5300000000000002,-2.0,-34.35,120.29,0,0,0
489,True,DSCOVR,0.0,4.0,0.002,False,2900,3.54,-1.45,3.05,-1.06,-17.42,115.49,-1.45,2.51,-2.03,-35.03,120.1,0,0,0
490,True,DSCOVR,0.0,4.0,0.002,False,2900,3.54,-1.54,3.09,-0.8,-13.1,116.53,-1.54,2.63,-1.8,-30.56,120.35,0,0,0
491,True,DSCOVR,0.0,4.0,0.002,False,3000,3.55,-1.44,3.06,-1.08,-17.76,115.15,-1.44,2.51,-2.05,-35.35,119.75,0,0,0
492,True,DSCOVR,0.0,4.0,0.002,False,2900,3.51,-1.28,3.12,-0.9500000000000001,-15.75,112.37,-1.28,2.61,-1.9500000000000002,-33.77,116.15,0,0,0
493,True,DSCOVR,0.0,4.0,0.002,False,2850,3.51,-0.97,3.3,-0.6900000000000001,-11.41,106.42,-0.97,2.87,-1.76,-30.18,108.7,0,0,0
